mFZ,gomo,,male speaker's father's sister,,35,Lee_Harvey_1973,고모
mMB,oi-samchon,,male speaker's mother's brother,,36,Lee_Harvey_1973,외삼촌
mMZ,imo,,male speaker's mother's sister,,35,Lee_Harvey_1973,이모
mFeB,baekbu,,male speaker's father's older brother,keun-abeoji,,FlyingOyster_2020,백부
mFyB,sukbu,,male speaker's father's younger brother,chageun-abeoji,,FlyingOyster_2020,숙부
mFeZ,keun-gomo,,male speaker's father's older sister,,35,Lee_Harvey_1973,큰고모
mFyZ,chageun-gomo,,male speaker's father's younger sister,,35,Lee_Harvey_1973,자근고모
mMeZ,keun-imo,,male speaker's mother's older sister,,35,Lee_Harvey_1973,큰이모
mMyZ,chageun-imo,,male speaker's mother's younger sister,,35,Lee_Harvey_1973,자근이모
mMeB,keun-oi-samchon,,male speaker's mother's older brother,,36,Lee_Harvey_1973,큰외삼촌
mMyB,chageun-oi-samchon,,male speaker's mother's younger brother,,36,Lee_Harvey_1973,자근외삼촌
mBS,joka,,male speaker's brother's son,jil,,FlyingOyster_2020,조카
mBD,joka,,male speaker's brother's daughter,jil,,FlyingOyster_2020,조카
mZS,joka,,male speaker's sister's son,sangjil,,FlyingOyster_2020,조카
mZD,joka,,male speaker's sister's daughter,sangjil,,FlyingOyster_2020,조카
meBS,joka,,male speaker's older brother's son,jil,,FlyingOyster_2020,조카
myBS,joka,,male speaker's younger brother's son,jil,,FlyingOyster_2020,조카
meBD,joka,,male speaker's older brother's daughter,jil,,FlyingOyster_2020,조카
myBD,joka,,male speaker's younger brother's daughter,jil,,FlyingOyster_2020,조카
meZS,joka,,male speaker's older sister's son,sangjil,,FlyingOyster_2020,조카
myZS,joka,,male speaker's younger sister's son,sangjil,,FlyingOyster_2020,조카
meZD,joka,,male speaker's older sister's daughter,sangjil,,FlyingOyster_2020,조카
myZD,joka,,male speaker's younger sister's daughter,sangjil,,FlyingOyster_2020,조카
mFZD,go-jongsachon,,male speaker's father's sister's daughter,,,FlyingOyster_2020,고종사촌
mFBD,go-jongsachon,,male speaker's father's brother's daughter,,,FlyingOyster_2020,고종사촌
mMBD,i-jongsachon,,male speaker's mother's brother's daughter,,,FlyingOyster_2020,이종사촌
mMZD,i-jongsachon,,male speaker's mother's sister's daughter,,,FlyingOyster_2020,이종사촌
mFBS,go-jongsachon,,male speaker's father's brother's son,,,FlyingOyster_2020,고종사촌
mFZS,go-jongsachon,,male speaker's father's sister's son,,,FlyingOyster_2020,고종사촌
mMBS,i-jongsachon,,male speaker's mother's brother's son,,,FlyingOyster_2020,이종사촌
mMZS,i-jongsachon,,male speaker's mother's sister's son,,,FlyingOyster_2020,이종사촌
mFeBS,go-jongsachon,,male speaker's father's older brother's son,,,FlyingOyster_2020,고종사촌
mFyBS,go-jongsachon,,male speaker's father's younger brother's son,,,FlyingOyster_2020,고종사촌
mFeZS,go-jongsachon,,male speaker's father's older sister's son,,,FlyingOyster_2020,고종사촌
mFyZS,go-jongsachon,,male speaker's father's younger sister's son,,,FlyingOyster_2020,고종사촌
mFeBD,go-jongsachon,,male speaker's father's older brother's daughter,,,FlyingOyster_2020,고종사촌
mFyBD,go-jongsachon,,male speaker's father's younger brother's daughter,,,FlyingOyster_2020,고종사촌
mFeZD,go-jongsachon,,male speaker's father's older sister's daughter,,,FlyingOyster_2020,고종사촌
mFyZD,go-jongsachon,,male speaker's father's younger sister's daughter,,,FlyingOyster_2020,고종사촌
mMeBS,i-jongsachon,,male speaker's mother's older brother's son,,,FlyingOyster_2020,이종사촌
mMyBS,i-jongsachon,,male speaker's mother's younger brother's son,,,FlyingOyster_2020,이종사촌
mMeZS,i-jongsachon,,male speaker's mother's older sister's son,,,FlyingOyster_2020,이종사촌
mMyZS,i-jongsachon,,male speaker's mother's younger sister's son,,,FlyingOyster_2020,이종사촌
mMeBD,i-jongsachon,,male speaker's mother's older brother's daughter,,,FlyingOyster_2020,이종사촌
mMyBD,i-jongsachon,,male speaker's mother's younger brother's daughter,,,FlyingOyster_2020,이종사촌
mMeZD,i-jongsachon,,male speaker's mother's older sister's daughter,,,FlyingOyster_2020,이종사촌
mMyZD,i-jongsachon,,male speaker's mother's younger sister's daughter,,,FlyingOyster_2020,이종사촌
mFBeS,go-jongsachon,,male speaker's father's brother's older son,,,FlyingOyster_2020,고종사촌
mFByS,go-jongsachon,,male speaker's father's brother's younger son,,,FlyingOyster_2020,고종사촌
mFZeS,go-jongsachon,,male speaker's father's sister's older son,,,FlyingOyster_2020,고종사촌
mFZyS,go-jongsachon,,male speaker's father's sister's younger son,,,FlyingOyster_2020,고종사촌
mFBeD,go-jongsachon,,male speaker's father's brother's older daughter,,,FlyingOyster_2020,고종사촌
mFByD,go-jongsachon,,male speaker's father's brother's younger daughter,,,FlyingOyster_2020,고종사촌
mFZeD,go-jongsachon,,male speaker's father's sister's older daughter,,,FlyingOyster_2020,고종사촌
mFZyD,go-jongsachon,,male speaker's father's sister's younger daughter,,,FlyingOyster_2020,고종사촌
mMBeS,i-jongsachon,,male speaker's mother's brother's older son,,,FlyingOyster_2020,이종사촌
mMByS,i-jongsachon,,male speaker's mother's brother's younger son,,,FlyingOyster_2020,이종사촌
mMZeS,i-jongsachon,,male speaker's mother's sister's older son,,,FlyingOyster_2020,이종사촌
mMZyS,i-jongsachon,,male speaker's mother's sister's younger son,,,FlyingOyster_2020,이종사촌
mMBeD,i-jongsachon,,male speaker's mother's brother's older daughter,,,FlyingOyster_2020,이종사촌
mMByD,i-jongsachon,,male speaker's mother's brother's younger daughter,,,FlyingOyster_2020,이종사촌
mMZeD,i-jongsachon,,male speaker's mother's sister's older daughter,,,FlyingOyster_2020,이종사촌
mMZyD,i-jongsachon,,male speaker's mother's sister's younger daughter,,,FlyingOyster_2020,이종사촌
mE,,,male speaker's spouse,,,,
mH,nampyun,,male speaker's husband,,,8촌까지의친척호칭_2014,남편
mW,anae,,male speaker's wife,,,8촌까지의친척호칭_2014,아내
mHF,,,male speaker's husband's father,,,,
mHM,,,male speaker's husband's mother,,,,
mWF,,,male speaker's wife's father,,,,
mWM,,,male speaker's wife's mother,,,,
mBW,"ajumeoni, jesu",,male speaker's brother's wife,,35,Lee_Harvey_1973,"아주머니, 제수; elder, younger"
mZH,"ja-hyung, maebu",,male speaker's sister's husband,,35,Lee_Harvey_1973,"자형, 매부; elder, younger"
mWB,cheo-nam,,male speaker's wife's brother,,36,Lee_Harvey_1973,처남
mWZ,,,male speaker's wife's sister,,,,
mHB,ajubeoni,,male speaker's husband's brother,,36,Lee_Harvey_1973,아주버니; elder only in reference
mHZ,,,male speaker's husband's sister,,,,
mco-W,,,male speaker's co-wife,,,,
mco-H,,,male speaker's co-husband,,,,
mFW(notM),uibut-eomeoni,,male speaker's father's wife (not mother),,,,의붓어머니
mMH(notF),uibut-abeoji,,male speaker's mother's husband (not father),,,,의붓아버지
mSW,myeoneuri,,male speaker's son's wife,,,8촌까지의친척호칭_2014,며느리
mSWM,,,male speaker's son's wife's mother,,,,
mSWF,,,male speaker's son's wife's father,,,,
mDH,sawi,,male speaker's daughter's husband,,,8촌까지의친척호칭_2014,사위
mDHM,,,male speaker's daughter's husband's mother,,,,
mDHF,,,male speaker's daughter's husband's father,,,,
mFZH,gomo-bu,,male speaker's father's sister's husband,"keun-gomo-bu, chageun-gomo-bu",35,Lee_Harvey_1973,고모부
mFBW,"keun-eomeoni, chageun-eomeoni",,male speaker's father's brother's wife,,35,Lee_Harvey_1973,"큰어머니, 자근어머니; elder, younger"
mMZH,imo-bu,,male speaker's mother's sister's husband,"keun-imo-bu, chageun-imo-bu",36,Lee_Harvey_1973,이모부
mMBW,oi-ajumeoni,,male speaker's mother's brother's wife,,36,Lee_Harvey_1973,외아주머니
fG,nam-mae,,female speaker's sibling,,,,"남매, only available in the plural"
fB,,,female speaker's brother,,,,
fZ,,,female speaker's sister,,,,
feB,oppa,,female speaker's elder brother,chin-oppa,35,Lee_Harvey_1973,오빠
fyB,nam-dongsaeng,,female speaker's younger brother,,,FlyingOyster_2020,남동생
feZ,unnie,,female speaker's elder sister,chin-unnie,35,Lee_Harvey_1973,언니
fyZ,yeo-dongsaeng,,female speaker's younger sister,,,FlyingOyster_2020,여동생
fP,bumo-nim,,female speaker's parent,,,,"부모님, only available in the plural"
fF,abeoji,,female speaker's father,,35,Lee_Harvey_1973,아버지
fM,eomeoni,,female speaker's mother,,35,Lee_Harvey_1973,어머니
fC,ai,,female speaker's child,,,,아이
fS,adeul,,female speaker's son,,,FlyingOyster_2020,아들
fD,ddal,,female speaker's daughter,,,FlyingOyster_2020,딸
fA,seonjo,,female speaker's ancestor,,,,"선조, more of a technical/religious term"
fPP,jo-bumo-nim,,female speaker's grandparent,,,,"조부모님, only available in the plural"
fFF,harabeoji,,female speaker's father's father,,35,Lee_Harvey_1973,할아버지
fFM,halmeoni,,female speaker's father's mother,,35,Lee_Harvey_1973,할머니
fMF,oi-harabeoji,,female speaker's mother's father,,36,Lee_Harvey_1973,외할아버지
fMM,oi-halmeoni,,female speaker's mother's mother,,36,Lee_Harvey_1973,외할머니
fCC,,,female speaker's grandchild,,,,
fSS,sonja,,female speaker's son's son,,,,손자
fSD,sonnyeo,,female speaker's son's daughter,,,,손녀
fDS,sonja,,female speaker's daughter's son,,,,손자
fDD,sonnyeo,,female speaker's daughter's daughter,,,,손녀
fFB,samchon,,female speaker's father's brother,,,FlyingOyster_2020,삼촌
fFZ,gomo,,female speaker's father's sister,,35,Lee_Harvey_1973,고모
fMB,oi-samchon,,female speaker's mother's brother,,36,Lee_Harvey_1973,외삼촌
fMZ,imo,,female speaker's mother's sister,,35,Lee_Harvey_1973,이모
fFeB,baekbu,,female speaker's father's older brother,keun-abeoji,,FlyingOyster_2020,백부
fFyB,sukbu,,female speaker's father's younger brother,chageun-abeoji,,FlyingOyster_2020,숙부
fFeZ,keun-gomo,,female speaker's father's older sister,,35,Lee_Harvey_1973,큰고모
fFyZ,chageun-gomo,,female speaker's father's younger sister,,35,Lee_Harvey_1973,자근고모
fMeZ,keun-imo,,female speaker's mother's older sister,,35,Lee_Harvey_1973,큰이모
fMyZ,chageun-imo,,female speaker's mother's younger sister,,35,Lee_Harvey_1973,자근이모
fMeB,keun-oi-samchon,,female speaker's mother's older brother,,36,Lee_Harvey_1973,큰외삼촌
fMyB,chageun-oi-samchon,,female speaker's mother's younger brother,,36,Lee_Harvey_1973,자근외삼촌
fBS,joka,,female speaker's brother's son,jil,,FlyingOyster_2020,조카
fBD,joka,,female speaker's brother's daughter,jil,,FlyingOyster_2020,조카
fZS,joka,,female speaker's sister's son,sangjil,,FlyingOyster_2020,조카
fZD,joka,,female speaker's sister's daughter,sangjil,,FlyingOyster_2020,조카
feBS,joka,,female speaker's older brother's son,jil,,FlyingOyster_2020,조카
fyBS,joka,,female speaker's younger brother's son,jil,,FlyingOyster_2020,조카
feBD,joka,,female speaker's older brother's daughter,jil,,FlyingOyster_2020,조카
fyBD,joka,,female speaker's younger brother's daughter,jil,,FlyingOyster_2020,조카
feZS,joka,,female speaker's older sister's son,sangjil,,FlyingOyster_2020,조카
fyZS,joka,,female speaker's younger sister's son,sangjil,,FlyingOyster_2020,조카
feZD,joka,,female speaker's older sister's daughter,sangjil,,FlyingOyster_2020,조카
fyZD,joka,,female speaker's younger sister's daughter,sangjil,,FlyingOyster_2020,조카
fFZD,go-jongsachon,,female speaker's father's sister's daughter,,,FlyingOyster_2020,고종사촌
fFBD,go-jongsachon,,female speaker's father's brother's daughter,,,FlyingOyster_2020,고종사촌
fMBD,i-jongsachon,,female speaker's mother's brother's daughter,,,FlyingOyster_2020,이종사촌
fMZD,i-jongsachon,,female speaker's mother's sister's daughter,,,FlyingOyster_2020,이종사촌
fFBS,go-jongsachon,,female speaker's father's brother's son,,,FlyingOyster_2020,고종사촌
fFZS,go-jongsachon,,female speaker's father's sister's son,,,FlyingOyster_2020,고종사촌
fMBS,i-jongsachon,,female speaker's mother's brother's son,,,FlyingOyster_2020,이종사촌
fMZS,i-jongsachon,,female speaker's mother's sister's son,,,FlyingOyster_2020,이종사촌
fFeBS,go-jongsachon,,female speaker's father's older brother's son,,,FlyingOyster_2020,고종사촌
fFyBS,go-jongsachon,,female speaker's father's younger brother's son,,,FlyingOyster_2020,고종사촌
fFeZS,go-jongsachon,,female speaker's father's older sister's son,,,FlyingOyster_2020,고종사촌
fFyZS,go-jongsachon,,female speaker's father's younger sister's son,,,FlyingOyster_2020,고종사촌
fFeBD,go-jongsachon,,female speaker's father's older brother's daughter,,,FlyingOyster_2020,고종사촌
fFyBD,go-jongsachon,,female speaker's father's younger brother's daughter,,,FlyingOyster_2020,고종사촌
fFeZD,go-jongsachon,,female speaker's father's older sister's daughter,,,FlyingOyster_2020,고종사촌
fFyZD,go-jongsachon,,female speaker's father's younger sister's daughter,,,FlyingOyster_2020,고종사촌
fMeBS,i-jongsachon,,female speaker's mother's older brother's son,,,FlyingOyster_2020,이종사촌
fMyBS,i-jongsachon,,female speaker's mother's younger brother's son,,,FlyingOyster_2020,이종사촌
fMeZS,i-jongsachon,,female speaker's mother's older sister's son,,,FlyingOyster_2020,이종사촌
fMyZS,i-jongsachon,,female speaker's mother's younger sister's son,,,FlyingOyster_2020,이종사촌
fMeBD,i-jongsachon,,female speaker's mother's older brother's daughter,,,FlyingOyster_2020,이종사촌
fMyBD,i-jongsachon,,female speaker's mother's younger brother's daughter,,,FlyingOyster_2020,이종사촌
fMeZD,i-jongsachon,,female speaker's mother's older sister's daughter,,,FlyingOyster_2020,이종사촌
fMyZD,i-jongsachon,,female speaker's mother's younger sister's daughter,,,FlyingOyster_2020,이종사촌
fFBeS,go-jongsachon,,female speaker's father's brother's older son,,,FlyingOyster_2020,고종사촌
fFByS,go-jongsachon,,female speaker's father's brother's younger son,,,FlyingOyster_2020,고종사촌
fFZeS,go-jongsachon,,female speaker's father's sister's older son,,,FlyingOyster_2020,고종사촌
fFZyS,go-jongsachon,,female speaker's father's sister's younger son,,,FlyingOyster_2020,고종사촌
fFBeD,go-jongsachon,,female speaker's father's brother's older daughter,,,FlyingOyster_2020,고종사촌
fFByD,go-jongsachon,,female speaker's father's brother's younger daughter,,,FlyingOyster_2020,고종사촌
fFZeD,go-jongsachon,,female speaker's father's sister's older daughter,,,FlyingOyster_2020,고종사촌
fFZyD,go-jongsachon,,female speaker's father's sister's younger daughter,,,FlyingOyster_2020,고종사촌
fMBeS,i-jongsachon,,female speaker's mother's brother's older son,,,FlyingOyster_2020,이종사촌
fMByS,i-jongsachon,,female speaker's mother's brother's younger son,,,FlyingOyster_2020,이종사촌
fMZeS,i-jongsachon,,female speaker's mother's sister's older son,,,FlyingOyster_2020,이종사촌
fMZyS,i-jongsachon,,female speaker's mother's sister's younger son,,,FlyingOyster_2020,이종사촌
fMBeD,i-jongsachon,,female speaker's mother's brother's older daughter,,,FlyingOyster_2020,이종사촌
fMByD,i-jongsachon,,female speaker's mother's brother's younger daughter,,,FlyingOyster_2020,이종사촌
fMZeD,i-jongsachon,,female speaker's mother's sister's older daughter,,,FlyingOyster_2020,이종사촌
fMZyD,i-jongsachon,,female speaker's mother's sister's younger daughter,,,FlyingOyster_2020,이종사촌
fE,,,female speaker's spouse,,,,
fH,nampyun,,female speaker's husband,,,8촌까지의친척호칭_2014,남편
fW,anae,,female speaker's wife,,,8촌까지의친척호칭_2014,아내
fHF,,,female speaker's husband's father,,,,
fHM,,,female speaker's husband's mother,,,,
fWF,,,female speaker's wife's father,,,,
fWM,,,female speaker's wife's mother,,,,
fBW,"unnie, jesu",,female speaker's brother's wife,,35,Lee_Harvey_1973,"언니, 제수; elder, younger"
fZH,"ja-hyung, maebu",,female speaker's sister's husband,,35,Lee_Harvey_1973,"자형, 매부; elder, younger"
fWB,cheo-nam,,female speaker's wife's brother,,36,Lee_Harvey_1973,처남
fWZ,,,female speaker's wife's sister,,,,
fHB,ajubeoni,,female speaker's husband's brother,,36,Lee_Harvey_1973,아주버니; elder only in reference
fHZ,,,female speaker's husband's sister,,,,
fco-W,,,female speaker's co-wife,,,,
fco-H,,,female speaker's co-husband,,,,
fFW(notM),uibut-eomeoni,,female speaker's father's wife (not mother),,,,의붓어머니
fMH(notF),uibut-abeoji,,female speaker's wife's husband (not father),,,,의붓아버지
fSW,myeoneuri,,female speaker's son's wife,,,8촌까지의친척호칭_2014,며느리
fSWM,,,female speaker's son's wife's mother,,,,
fSWF,,,female speaker's son's wife's father,,,,
fDH,sawi,,female speaker's daughter's husband,,,8촌까지의친척호칭_2014,사위
fDHM,,,female speaker's daughter's husband's mother,,,,
fDHF,,,female speaker's daughter's husband's father,,,,
fFZH,gomo-bu,,female speaker's father's sister's husband,"keun-gomo-bu, chageun-gomo-bu",35,Lee_Harvey_1973,고모부
fFBW,"keun-eomeoni, chageun-eomeoni",,female speaker's father's brother's wife,,35,Lee_Harvey_1973,"큰어머니, 자근어머니; elder, younger"
fMZH,imo-bu,,female speaker's mother's sister's husband,"keun-imo-bu, chageun-imo-bu",36,Lee_Harvey_1973,이모부
fMBW,oi-ajumeoni,,female speaker's mother's brother's wife,,36,Lee_Harvey_1973,외아주머니
